Preprocessing,Depth,n_components,Train Accuracy,Test Accuracy
df_scaled - entropy - 3 pca:3 -> Train: 75.17361111111111 - Test: 66.66666666666666,3,3,75.17361111111111,66.66666666666666
df_scaled - entropy - 47 pca:1 -> Train: 99.30555555555556 - Test: 66.66666666666666,47,1,99.30555555555556,66.66666666666666
df_scaled - entropy - 49 pca:1 -> Train: 99.65277777777779 - Test: 66.66666666666666,49,1,99.65277777777779,66.66666666666666
df_scaled - entropy - 50 pca:1 -> Train: 99.65277777777779 - Test: 66.66666666666666,50,1,99.65277777777779,66.66666666666666
df_scaled - entropy - 51 pca:1 -> Train: 99.82638888888889 - Test: 66.66666666666666,51,1,99.82638888888889,66.66666666666666
df_scaled - gini - 9 pca:7 -> Train: 95.48611111111111 - Test: 66.66666666666666,9,7,95.48611111111111,66.66666666666666
df - gini - 9 pca:4 -> Train: 91.66666666666666 - Test: 66.66666666666666,9,4,91.66666666666666,66.66666666666666
df - gini - 10 pca:4 -> Train: 93.75 - Test: 66.66666666666666,10,4,93.75,66.66666666666666
df_scaled - entropy - 22 pca:1 -> Train: 93.40277777777779 - Test: 66.66666666666666,22,1,93.40277777777779,66.66666666666666
df_scaled - gini - 10 pca:6 -> Train: 97.39583333333334 - Test: 66.66666666666666,10,6,97.39583333333334,66.66666666666666
df_zscore_scaled - entropy - 17 pca:7 -> Train: 97.28682170542635 - Test: 66.27906976744185,17,7,97.28682170542635,66.27906976744185
df_zscore_scaled - entropy - 15 pca:8 -> Train: 95.34883720930233 - Test: 66.27906976744185,15,8,95.34883720930233,66.27906976744185
df_zscore_scaled - entropy - 9 pca:6 -> Train: 91.47286821705426 - Test: 66.27906976744185,9,6,91.47286821705426,66.27906976744185
clean_df_zscore - entropy - 7 pca:8 -> Train: 93.21705426356588 - Test: 66.27906976744185,7,8,93.21705426356588,66.27906976744185
df_zscore_scaled - gini - 3 pca:1 -> Train: 74.03100775193798 - Test: 66.27906976744185,3,1,74.03100775193798,66.27906976744185
df_zscore_scaled - entropy - 12 pca:8 -> Train: 93.4108527131783 - Test: 66.27906976744185,12,8,93.4108527131783,66.27906976744185
df_zscore_scaled - entropy - 3 pca:1 -> Train: 74.03100775193798 - Test: 66.27906976744185,3,1,74.03100775193798,66.27906976744185
df_zscore_scaled - entropy - 16 pca:7 -> Train: 96.89922480620154 - Test: 66.27906976744185,16,7,96.89922480620154,66.27906976744185
df_zscore_scaled - gini - 12 pca:6 -> Train: 97.48062015503875 - Test: 66.27906976744185,12,6,97.48062015503875,66.27906976744185
df_zscore_scaled - gini - 6 pca:2 -> Train: 83.13953488372093 - Test: 66.27906976744185,6,2,83.13953488372093,66.27906976744185
clean_df_zscore - entropy - 4 pca:7 -> Train: 82.36434108527132 - Test: 66.27906976744185,4,7,82.36434108527132,66.27906976744185
df_zscore_scaled - gini - 9 pca:6 -> Train: 93.02325581395348 - Test: 66.27906976744185,9,6,93.02325581395348,66.27906976744185
clean_df_zscore - gini - 8 pca:7 -> Train: 94.18604651162791 - Test: 66.27906976744185,8,7,94.18604651162791,66.27906976744185
clean_df_zscore - gini - 9 pca:8 -> Train: 99.2248062015504 - Test: 66.27906976744185,9,8,99.2248062015504,66.27906976744185
clean_df_zscore - gini - 10 pca:8 -> Train: 99.8062015503876 - Test: 66.27906976744185,10,8,99.8062015503876,66.27906976744185
clean_df_zscore - entropy - 4 pca:8 -> Train: 82.55813953488372 - Test: 66.27906976744185,4,8,82.55813953488372,66.27906976744185
df_zscore_scaled - entropy - 4 pca:5 -> Train: 79.45736434108527 - Test: 66.27906976744185,4,5,79.45736434108527,66.27906976744185
df_zscore_scaled - entropy - 12 pca:3 -> Train: 92.05426356589147 - Test: 66.27906976744185,12,3,92.05426356589147,66.27906976744185
df_zscore_scaled - gini - 16 pca:8 -> Train: 99.8062015503876 - Test: 66.27906976744185,16,8,99.8062015503876,66.27906976744185
df_zscore_scaled - entropy - 18 pca:8 -> Train: 97.86821705426357 - Test: 66.27906976744185,18,8,97.86821705426357,66.27906976744185
df_zscore_scaled - entropy - 19 pca:8 -> Train: 98.64341085271317 - Test: 66.27906976744185,19,8,98.64341085271317,66.27906976744185
df_zscore_scaled - entropy - 17 pca:6 -> Train: 97.48062015503875 - Test: 66.27906976744185,17,6,97.48062015503875,66.27906976744185
df_zscore_scaled - gini - 10 pca:8 -> Train: 93.7984496124031 - Test: 66.27906976744185,10,8,93.7984496124031,66.27906976744185
clean_df_zscore - entropy - 8 pca:3 -> Train: 90.11627906976744 - Test: 66.27906976744185,8,3,90.11627906976744,66.27906976744185
clean_df_zscore - entropy - 9 pca:3 -> Train: 93.21705426356588 - Test: 66.27906976744185,9,3,93.21705426356588,66.27906976744185
df_zscore_scaled - entropy - 4 pca:3 -> Train: 78.48837209302324 - Test: 66.27906976744185,4,3,78.48837209302324,66.27906976744185
df_zscore_scaled - entropy - 13 pca:3 -> Train: 92.63565891472868 - Test: 66.27906976744185,13,3,92.63565891472868,66.27906976744185
clean_df_zscore - gini - 7 pca:3 -> Train: 89.14728682170544 - Test: 66.27906976744185,7,3,89.14728682170544,66.27906976744185
df_zscore_scaled - entropy - 14 pca:3 -> Train: 92.82945736434108 - Test: 66.27906976744185,14,3,92.82945736434108,66.27906976744185
df_zscore_scaled - entropy - 10 pca:3 -> Train: 88.56589147286822 - Test: 66.27906976744185,10,3,88.56589147286822,66.27906976744185
df_zscore_scaled - gini - 12 pca:8 -> Train: 95.54263565891473 - Test: 66.27906976744185,12,8,95.54263565891473,66.27906976744185
df_zscore_scaled - entropy - 18 pca:3 -> Train: 96.51162790697676 - Test: 66.27906976744185,18,3,96.51162790697676,66.27906976744185
df_iqr_scaled - gini - 18 pca:1 -> Train: 98.74739039665971 - Test: 66.25,18,1,98.74739039665971,66.25
df_iqr_scaled - entropy - 7 pca:1 -> Train: 81.21085594989562 - Test: 66.25,7,1,81.21085594989562,66.25
df_iqr_scaled - gini - 13 pca:1 -> Train: 94.36325678496868 - Test: 66.25,13,1,94.36325678496868,66.25
clean_df_iqr - entropy - 35 pca:1 -> Train: 96.03340292275574 - Test: 66.25,35,1,96.03340292275574,66.25
clean_df_iqr - entropy - 31 pca:1 -> Train: 94.57202505219206 - Test: 66.25,31,1,94.57202505219206,66.25
clean_df_iqr - entropy - 30 pca:1 -> Train: 94.1544885177453 - Test: 66.25,30,1,94.1544885177453,66.25
clean_df_iqr - entropy - 33 pca:1 -> Train: 95.4070981210856 - Test: 66.25,33,1,95.4070981210856,66.25
clean_df_iqr - entropy - 34 pca:1 -> Train: 95.4070981210856 - Test: 66.25,34,1,95.4070981210856,66.25
clean_df_iqr - entropy - 32 pca:1 -> Train: 94.78079331941545 - Test: 66.25,32,1,94.78079331941545,66.25
clean_df_iqr - entropy - 15 pca:3 -> Train: 97.4947807933194 - Test: 66.25,15,3,97.4947807933194,66.25
clean_df_iqr - gini - 11 pca:1 -> Train: 85.80375782881002 - Test: 66.25,11,1,85.80375782881002,66.25
clean_df_iqr - entropy - 29 pca:1 -> Train: 93.94572025052193 - Test: 66.25,29,1,93.94572025052193,66.25
clean_df_iqr - gini - 16 pca:1 -> Train: 92.69311064718163 - Test: 66.25,16,1,92.69311064718163,66.25
df_iqr_scaled - gini - 5 pca:4 -> Train: 82.6722338204593 - Test: 66.25,5,4,82.6722338204593,66.25
clean_df_iqr - gini - 11 pca:2 -> Train: 96.24217118997912 - Test: 66.25,11,2,96.24217118997912,66.25
df_iqr_scaled - gini - 5 pca:1 -> Train: 80.79331941544885 - Test: 66.25,5,1,80.79331941544885,66.25
clean_df_iqr - entropy - 14 pca:1 -> Train: 83.29853862212944 - Test: 66.25,14,1,83.29853862212944,66.25
clean_df_iqr - entropy - 28 pca:1 -> Train: 93.31941544885177 - Test: 66.25,28,1,93.31941544885177,66.25
df_iqr_scaled - gini - 20 pca:1 -> Train: 99.58246346555325 - Test: 66.25,20,1,99.58246346555325,66.25
df_iqr_scaled - gini - 10 pca:4 -> Train: 98.32985386221294 - Test: 66.25,10,4,98.32985386221294,66.25
df - entropy - 6 pca:3 -> Train: 84.375 - Test: 66.14583333333334,6,3,84.375,66.14583333333334
df_scaled - gini - 8 pca:6 -> Train: 93.40277777777779 - Test: 66.14583333333334,8,6,93.40277777777779,66.14583333333334
df - gini - 12 pca:8 -> Train: 99.82638888888889 - Test: 66.14583333333334,12,8,99.82638888888889,66.14583333333334
df_scaled - entropy - 52 pca:1 -> Train: 99.82638888888889 - Test: 66.14583333333334,52,1,99.82638888888889,66.14583333333334
df_scaled - gini - 12 pca:6 -> Train: 99.47916666666666 - Test: 66.14583333333334,12,6,99.47916666666666,66.14583333333334
df - gini - 7 pca:2 -> Train: 86.80555555555556 - Test: 66.14583333333334,7,2,86.80555555555556,66.14583333333334
df_scaled - gini - 7 pca:3 -> Train: 86.80555555555556 - Test: 66.14583333333334,7,3,86.80555555555556,66.14583333333334
df_scaled - entropy - 40 pca:1 -> Train: 97.74305555555556 - Test: 66.14583333333334,40,1,97.74305555555556,66.14583333333334
df_scaled - entropy - 53 pca:1 -> Train: 100.0 - Test: 66.14583333333334,53,1,100.0,66.14583333333334
df_scaled - entropy - 8 pca:3 -> Train: 89.75694444444444 - Test: 66.14583333333334,8,3,89.75694444444444,66.14583333333334
df - entropy - 5 pca:1 -> Train: 73.61111111111111 - Test: 66.14583333333334,5,1,73.61111111111111,66.14583333333334
df_scaled - entropy - 10 pca:5 -> Train: 92.88194444444444 - Test: 66.14583333333334,10,5,92.88194444444444,66.14583333333334
df - gini - 8 pca:2 -> Train: 88.02083333333334 - Test: 66.14583333333334,8,2,88.02083333333334,66.14583333333334
df_scaled - entropy - 41 pca:1 -> Train: 98.09027777777779 - Test: 66.14583333333334,41,1,98.09027777777779,66.14583333333334
df_scaled - entropy - 43 pca:1 -> Train: 98.4375 - Test: 66.14583333333334,43,1,98.4375,66.14583333333334
df_scaled - entropy - 42 pca:1 -> Train: 98.26388888888889 - Test: 66.14583333333334,42,1,98.26388888888889,66.14583333333334
df_scaled - entropy - 39 pca:1 -> Train: 97.74305555555556 - Test: 66.14583333333334,39,1,97.74305555555556,66.14583333333334
df - entropy - 5 pca:2 -> Train: 79.6875 - Test: 66.14583333333334,5,2,79.6875,66.14583333333334
df_scaled - entropy - 37 pca:1 -> Train: 97.39583333333334 - Test: 66.14583333333334,37,1,97.39583333333334,66.14583333333334
df_scaled - gini - 39 pca:1 -> Train: 100.0 - Test: 66.14583333333334,39,1,100.0,66.14583333333334
df_scaled - gini - 37 pca:1 -> Train: 99.82638888888889 - Test: 66.14583333333334,37,1,99.82638888888889,66.14583333333334
df_scaled - gini - 36 pca:1 -> Train: 99.65277777777779 - Test: 66.14583333333334,36,1,99.65277777777779,66.14583333333334
df_scaled - gini - 35 pca:1 -> Train: 99.65277777777779 - Test: 66.14583333333334,35,1,99.65277777777779,66.14583333333334
df_scaled - entropy - 8 pca:1 -> Train: 80.20833333333334 - Test: 66.14583333333334,8,1,80.20833333333334,66.14583333333334
df_scaled - gini - 34 pca:1 -> Train: 99.47916666666666 - Test: 66.14583333333334,34,1,99.47916666666666,66.14583333333334
df_scaled - entropy - 9 pca:1 -> Train: 80.72916666666666 - Test: 66.14583333333334,9,1,80.72916666666666,66.14583333333334
df - gini - 5 pca:1 -> Train: 73.78472222222221 - Test: 66.14583333333334,5,1,73.78472222222221,66.14583333333334
df_scaled - gini - 13 pca:8 -> Train: 99.82638888888889 - Test: 66.14583333333334,13,8,99.82638888888889,66.14583333333334
df_scaled - gini - 33 pca:1 -> Train: 99.30555555555556 - Test: 66.14583333333334,33,1,99.30555555555556,66.14583333333334
df_scaled - entropy - 38 pca:1 -> Train: 97.56944444444444 - Test: 66.14583333333334,38,1,97.56944444444444,66.14583333333334
df_scaled - gini - 32 pca:1 -> Train: 99.13194444444444 - Test: 66.14583333333334,32,1,99.13194444444444,66.14583333333334
df - gini - 7 pca:6 -> Train: 93.75 - Test: 66.14583333333334,7,6,93.75,66.14583333333334
df_scaled - gini - 31 pca:1 -> Train: 98.78472222222221 - Test: 66.14583333333334,31,1,98.78472222222221,66.14583333333334
df_scaled - gini - 30 pca:1 -> Train: 98.4375 - Test: 66.14583333333334,30,1,98.4375,66.14583333333334
df_scaled - gini - 29 pca:1 -> Train: 97.91666666666666 - Test: 66.14583333333334,29,1,97.91666666666666,66.14583333333334
df_scaled - gini - 28 pca:1 -> Train: 97.39583333333334 - Test: 66.14583333333334,28,1,97.39583333333334,66.14583333333334
df_scaled - gini - 26 pca:1 -> Train: 96.52777777777779 - Test: 66.14583333333334,26,1,96.52777777777779,66.14583333333334
df_scaled - entropy - 31 pca:1 -> Train: 95.65972222222221 - Test: 66.14583333333334,31,1,95.65972222222221,66.14583333333334
df - gini - 14 pca:3 -> Train: 98.26388888888889 - Test: 66.14583333333334,14,3,98.26388888888889,66.14583333333334
df_scaled - gini - 5 pca:4 -> Train: 81.77083333333334 - Test: 66.14583333333334,5,4,81.77083333333334,66.14583333333334
df_scaled - entropy - 7 pca:2 -> Train: 82.98611111111111 - Test: 66.14583333333334,7,2,82.98611111111111,66.14583333333334
df_scaled - gini - 4 pca:4 -> Train: 78.64583333333334 - Test: 66.14583333333334,4,4,78.64583333333334,66.14583333333334
df_scaled - entropy - 30 pca:1 -> Train: 95.13888888888889 - Test: 66.14583333333334,30,1,95.13888888888889,66.14583333333334
df_scaled - entropy - 4 pca:2 -> Train: 75.34722222222221 - Test: 66.14583333333334,4,2,75.34722222222221,66.14583333333334
df_scaled - gini - 38 pca:1 -> Train: 99.82638888888889 - Test: 66.14583333333334,38,1,99.82638888888889,66.14583333333334
df_zscore_scaled - entropy - 21 pca:6 -> Train: 99.6124031007752 - Test: 65.69767441860465,21,6,99.6124031007752,65.69767441860465
clean_df_zscore - entropy - 5 pca:8 -> Train: 86.24031007751938 - Test: 65.69767441860465,5,8,86.24031007751938,65.69767441860465
df_zscore_scaled - entropy - 18 pca:4 -> Train: 97.28682170542635 - Test: 65.69767441860465,18,4,97.28682170542635,65.69767441860465
df_zscore_scaled - entropy - 22 pca:6 -> Train: 99.8062015503876 - Test: 65.69767441860465,22,6,99.8062015503876,65.69767441860465
df_zscore_scaled - entropy - 11 pca:6 -> Train: 93.4108527131783 - Test: 65.69767441860465,11,6,93.4108527131783,65.69767441860465
df_zscore_scaled - entropy - 19 pca:4 -> Train: 97.86821705426357 - Test: 65.69767441860465,19,4,97.86821705426357,65.69767441860465
df_zscore_scaled - entropy - 21 pca:4 -> Train: 99.03100775193798 - Test: 65.69767441860465,21,4,99.03100775193798,65.69767441860465
df_zscore_scaled - gini - 2 pca:6 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,6,74.4186046511628,65.69767441860465
df_zscore_scaled - gini - 8 pca:6 -> Train: 91.08527131782945 - Test: 65.69767441860465,8,6,91.08527131782945,65.69767441860465
df_zscore_scaled - entropy - 18 pca:6 -> Train: 98.06201550387597 - Test: 65.69767441860465,18,6,98.06201550387597,65.69767441860465
df_zscore_scaled - gini - 2 pca:4 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,4,74.4186046511628,65.69767441860465
df_zscore_scaled - entropy - 10 pca:6 -> Train: 91.86046511627907 - Test: 65.69767441860465,10,6,91.86046511627907,65.69767441860465
clean_df_zscore - gini - 7 pca:4 -> Train: 91.66666666666666 - Test: 65.69767441860465,7,4,91.66666666666666,65.69767441860465
df_zscore_scaled - entropy - 7 pca:7 -> Train: 89.72868217054264 - Test: 65.69767441860465,7,7,89.72868217054264,65.69767441860465
df_zscore_scaled - gini - 15 pca:6 -> Train: 98.83720930232558 - Test: 65.69767441860465,15,6,98.83720930232558,65.69767441860465
clean_df_zscore - entropy - 10 pca:6 -> Train: 98.25581395348837 - Test: 65.69767441860465,10,6,98.25581395348837,65.69767441860465
df_zscore_scaled - entropy - 10 pca:4 -> Train: 88.37209302325581 - Test: 65.69767441860465,10,4,88.37209302325581,65.69767441860465
df_zscore_scaled - entropy - 13 pca:7 -> Train: 93.9922480620155 - Test: 65.69767441860465,13,7,93.9922480620155,65.69767441860465
df_zscore_scaled - entropy - 15 pca:7 -> Train: 95.73643410852713 - Test: 65.69767441860465,15,7,95.73643410852713,65.69767441860465
df_zscore_scaled - gini - 2 pca:7 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,7,74.4186046511628,65.69767441860465
clean_df_zscore - entropy - 12 pca:3 -> Train: 96.89922480620154 - Test: 65.69767441860465,12,3,96.89922480620154,65.69767441860465
df_zscore_scaled - gini - 2 pca:8 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,8,74.4186046511628,65.69767441860465
clean_df_zscore - entropy - 14 pca:3 -> Train: 98.64341085271317 - Test: 65.69767441860465,14,3,98.64341085271317,65.69767441860465
clean_df_zscore - entropy - 9 pca:6 -> Train: 96.70542635658916 - Test: 65.69767441860465,9,6,96.70542635658916,65.69767441860465
df_zscore_scaled - entropy - 8 pca:7 -> Train: 90.69767441860465 - Test: 65.69767441860465,8,7,90.69767441860465,65.69767441860465
df_zscore_scaled - entropy - 5 pca:2 -> Train: 79.84496124031007 - Test: 65.69767441860465,5,2,79.84496124031007,65.69767441860465
df_zscore_scaled - gini - 11 pca:8 -> Train: 95.15503875968993 - Test: 65.69767441860465,11,8,95.15503875968993,65.69767441860465
df_zscore_scaled - entropy - 20 pca:3 -> Train: 99.03100775193798 - Test: 65.69767441860465,20,3,99.03100775193798,65.69767441860465
df_zscore_scaled - entropy - 21 pca:3 -> Train: 99.2248062015504 - Test: 65.69767441860465,21,3,99.2248062015504,65.69767441860465
df_zscore_scaled - entropy - 22 pca:3 -> Train: 99.6124031007752 - Test: 65.69767441860465,22,3,99.6124031007752,65.69767441860465
df_zscore_scaled - gini - 2 pca:3 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,3,74.4186046511628,65.69767441860465
clean_df_zscore - entropy - 16 pca:2 -> Train: 98.64341085271317 - Test: 65.69767441860465,16,2,98.64341085271317,65.69767441860465
df_zscore_scaled - entropy - 9 pca:7 -> Train: 91.47286821705426 - Test: 65.69767441860465,9,7,91.47286821705426,65.69767441860465
df_zscore_scaled - entropy - 7 pca:8 -> Train: 89.34108527131784 - Test: 65.69767441860465,7,8,89.34108527131784,65.69767441860465
clean_df_zscore - gini - 10 pca:4 -> Train: 98.25581395348837 - Test: 65.69767441860465,10,4,98.25581395348837,65.69767441860465
clean_df_zscore - entropy - 9 pca:4 -> Train: 95.73643410852713 - Test: 65.69767441860465,9,4,95.73643410852713,65.69767441860465
df_zscore_scaled - entropy - 5 pca:5 -> Train: 82.55813953488372 - Test: 65.69767441860465,5,5,82.55813953488372,65.69767441860465
clean_df_zscore - gini - 4 pca:8 -> Train: 83.72093023255815 - Test: 65.69767441860465,4,8,83.72093023255815,65.69767441860465
df_zscore_scaled - entropy - 8 pca:5 -> Train: 88.95348837209302 - Test: 65.69767441860465,8,5,88.95348837209302,65.69767441860465
df_zscore_scaled - gini - 2 pca:5 -> Train: 74.4186046511628 - Test: 65.69767441860465,2,5,74.4186046511628,65.69767441860465
df_zscore_scaled - entropy - 8 pca:6 -> Train: 90.69767441860465 - Test: 65.69767441860465,8,6,90.69767441860465,65.69767441860465
df_zscore_scaled - gini - 5 pca:5 -> Train: 82.94573643410853 - Test: 65.69767441860465,5,5,82.94573643410853,65.69767441860465
clean_df_zscore - gini - 7 pca:8 -> Train: 93.9922480620155 - Test: 65.69767441860465,7,8,93.9922480620155,65.69767441860465
clean_df_zscore - gini - 8 pca:8 -> Train: 97.48062015503875 - Test: 65.69767441860465,8,8,97.48062015503875,65.69767441860465
df_zscore_scaled - entropy - 23 pca:6 -> Train: 100.0 - Test: 65.69767441860465,23,6,100.0,65.69767441860465
clean_df_zscore - gini - 12 pca:7 -> Train: 99.8062015503876 - Test: 65.69767441860465,12,7,99.8062015503876,65.69767441860465
clean_df_zscore - gini - 7 pca:7 -> Train: 92.63565891472868 - Test: 65.69767441860465,7,7,92.63565891472868,65.69767441860465
clean_df_zscore - gini - 5 pca:7 -> Train: 87.01550387596899 - Test: 65.69767441860465,5,7,87.01550387596899,65.69767441860465
df - gini - 13 pca:2 -> Train: 96.52777777777779 - Test: 65.625,13,2,96.52777777777779,65.625
df - entropy - 7 pca:1 -> Train: 76.90972222222221 - Test: 65.625,7,1,76.90972222222221,65.625
df - entropy - 3 pca:1 -> Train: 69.96527777777779 - Test: 65.625,3,1,69.96527777777779,65.625
df - gini - 5 pca:7 -> Train: 85.59027777777779 - Test: 65.625,5,7,85.59027777777779,65.625
df - gini - 3 pca:1 -> Train: 69.96527777777779 - Test: 65.625,3,1,69.96527777777779,65.625
df - gini - 10 pca:2 -> Train: 92.36111111111111 - Test: 65.625,10,2,92.36111111111111,65.625
df - entropy - 9 pca:1 -> Train: 80.72916666666666 - Test: 65.625,9,1,80.72916666666666,65.625
clean_df_iqr - entropy - 12 pca:2 -> Train: 97.07724425887265 - Test: 65.625,12,2,97.07724425887265,65.625
clean_df_iqr - gini - 16 pca:2 -> Train: 100.0 - Test: 65.625,16,2,100.0,65.625
df - gini - 9 pca:1 -> Train: 82.29166666666666 - Test: 65.625,9,1,82.29166666666666,65.625
clean_df_iqr - gini - 13 pca:2 -> Train: 98.32985386221294 - Test: 65.625,13,2,98.32985386221294,65.625
df_scaled - gini - 6 pca:5 -> Train: 85.06944444444444 - Test: 65.625,6,5,85.06944444444444,65.625
clean_df_iqr - entropy - 11 pca:2 -> Train: 95.61586638830897 - Test: 65.625,11,2,95.61586638830897,65.625
df - gini - 8 pca:3 -> Train: 88.02083333333334 - Test: 65.625,8,3,88.02083333333334,65.625
df_iqr_scaled - entropy - 5 pca:1 -> Train: 77.66179540709813 - Test: 65.625,5,1,77.66179540709813,65.625
df - gini - 15 pca:3 -> Train: 99.65277777777779 - Test: 65.625,15,3,99.65277777777779,65.625
clean_df_iqr - entropy - 24 pca:1 -> Train: 89.77035490605428 - Test: 65.625,24,1,89.77035490605428,65.625
df_scaled - gini - 10 pca:3 -> Train: 94.61805555555556 - Test: 65.625,10,3,94.61805555555556,65.625
df - entropy - 11 pca:2 -> Train: 91.84027777777779 - Test: 65.625,11,2,91.84027777777779,65.625
df_iqr_scaled - entropy - 16 pca:4 -> Train: 100.0 - Test: 65.625,16,4,100.0,65.625
df_scaled - gini - 27 pca:1 -> Train: 97.04861111111111 - Test: 65.625,27,1,97.04861111111111,65.625
clean_df_iqr - gini - 12 pca:4 -> Train: 97.7035490605428 - Test: 65.625,12,4,97.7035490605428,65.625
df - gini - 5 pca:6 -> Train: 84.54861111111111 - Test: 65.625,5,6,84.54861111111111,65.625
clean_df_iqr - gini - 8 pca:4 -> Train: 89.97912317327767 - Test: 65.625,8,4,89.97912317327767,65.625
clean_df_iqr - entropy - 17 pca:1 -> Train: 85.80375782881002 - Test: 65.625,17,1,85.80375782881002,65.625
df - gini - 13 pca:8 -> Train: 100.0 - Test: 65.625,13,8,100.0,65.625
clean_df_iqr - entropy - 25 pca:1 -> Train: 91.02296450939458 - Test: 65.625,25,1,91.02296450939458,65.625
df_scaled - entropy - 18 pca:3 -> Train: 99.13194444444444 - Test: 65.625,18,3,99.13194444444444,65.625
df_scaled - gini - 6 pca:4 -> Train: 84.54861111111111 - Test: 65.625,6,4,84.54861111111111,65.625
df_iqr_scaled - gini - 21 pca:1 -> Train: 100.0 - Test: 65.625,21,1,100.0,65.625
df_scaled - entropy - 5 pca:4 -> Train: 80.20833333333334 - Test: 65.625,5,4,80.20833333333334,65.625
df_iqr_scaled - gini - 17 pca:1 -> Train: 98.53862212943632 - Test: 65.625,17,1,98.53862212943632,65.625
df_scaled - gini - 13 pca:6 -> Train: 99.82638888888889 - Test: 65.625,13,6,99.82638888888889,65.625
df - gini - 8 pca:4 -> Train: 89.75694444444444 - Test: 65.625,8,4,89.75694444444444,65.625
clean_df_iqr - gini - 15 pca:1 -> Train: 91.44050104384134 - Test: 65.625,15,1,91.44050104384134,65.625
df_iqr_scaled - entropy - 26 pca:1 -> Train: 100.0 - Test: 65.625,26,1,100.0,65.625
df_iqr_scaled - entropy - 24 pca:1 -> Train: 99.58246346555325 - Test: 65.625,24,1,99.58246346555325,65.625
df - entropy - 15 pca:2 -> Train: 97.74305555555556 - Test: 65.625,15,2,97.74305555555556,65.625
df_scaled - gini - 25 pca:1 -> Train: 96.35416666666666 - Test: 65.625,25,1,96.35416666666666,65.625
df_scaled - entropy - 33 pca:1 -> Train: 96.18055555555556 - Test: 65.625,33,1,96.18055555555556,65.625
df_scaled - entropy - 35 pca:1 -> Train: 96.70138888888889 - Test: 65.625,35,1,96.70138888888889,65.625
df_scaled - entropy - 36 pca:1 -> Train: 97.04861111111111 - Test: 65.625,36,1,97.04861111111111,65.625
df_scaled - entropy - 15 pca:3 -> Train: 97.91666666666666 - Test: 65.625,15,3,97.91666666666666,65.625
df_scaled - entropy - 17 pca:3 -> Train: 98.78472222222221 - Test: 65.625,17,3,98.78472222222221,65.625
df_zscore_scaled - entropy - 4 pca:4 -> Train: 78.87596899224806 - Test: 65.11627906976744,4,4,78.87596899224806,65.11627906976744
clean_df_zscore - entropy - 4 pca:6 -> Train: 81.78294573643412 - Test: 65.11627906976744,4,6,81.78294573643412,65.11627906976744
clean_df_zscore - gini - 12 pca:5 -> Train: 99.6124031007752 - Test: 65.11627906976744,12,5,99.6124031007752,65.11627906976744
df_zscore_scaled - entropy - 20 pca:4 -> Train: 98.44961240310077 - Test: 65.11627906976744,20,4,98.44961240310077,65.11627906976744
df_zscore_scaled - entropy - 22 pca:4 -> Train: 99.6124031007752 - Test: 65.11627906976744,22,4,99.6124031007752,65.11627906976744
df_zscore_scaled - entropy - 23 pca:4 -> Train: 100.0 - Test: 65.11627906976744,23,4,100.0,65.11627906976744
df_zscore_scaled - entropy - 20 pca:8 -> Train: 99.6124031007752 - Test: 65.11627906976744,20,8,99.6124031007752,65.11627906976744
clean_df_zscore - entropy - 11 pca:3 -> Train: 95.93023255813954 - Test: 65.11627906976744,11,3,95.93023255813954,65.11627906976744
clean_df_zscore - gini - 4 pca:6 -> Train: 81.78294573643412 - Test: 65.11627906976744,4,6,81.78294573643412,65.11627906976744
clean_df_zscore - entropy - 12 pca:5 -> Train: 99.8062015503876 - Test: 65.11627906976744,12,5,99.8062015503876,65.11627906976744
df_zscore_scaled - gini - 7 pca:8 -> Train: 88.37209302325581 - Test: 65.11627906976744,7,8,88.37209302325581,65.11627906976744
clean_df_zscore - entropy - 9 pca:5 -> Train: 96.12403100775194 - Test: 65.11627906976744,9,5,96.12403100775194,65.11627906976744
clean_df_zscore - gini - 5 pca:8 -> Train: 87.01550387596899 - Test: 65.11627906976744,5,8,87.01550387596899,65.11627906976744
clean_df_zscore - entropy - 8 pca:5 -> Train: 93.02325581395348 - Test: 65.11627906976744,8,5,93.02325581395348,65.11627906976744
df_zscore_scaled - entropy - 2 pca:3 -> Train: 74.03100775193798 - Test: 65.11627906976744,2,3,74.03100775193798,65.11627906976744
df_zscore_scaled - entropy - 13 pca:6 -> Train: 95.15503875968993 - Test: 65.11627906976744,13,6,95.15503875968993,65.11627906976744
clean_df_zscore - gini - 15 pca:2 -> Train: 99.8062015503876 - Test: 65.11627906976744,15,2,99.8062015503876,65.11627906976744
df_zscore_scaled - entropy - 11 pca:3 -> Train: 89.92248062015504 - Test: 65.11627906976744,11,3,89.92248062015504,65.11627906976744
df_zscore_scaled - entropy - 19 pca:3 -> Train: 97.86821705426357 - Test: 65.11627906976744,19,3,97.86821705426357,65.11627906976744
df_zscore_scaled - entropy - 24 pca:3 -> Train: 100.0 - Test: 65.11627906976744,24,3,100.0,65.11627906976744
df_zscore_scaled - entropy - 19 pca:6 -> Train: 98.25581395348837 - Test: 65.11627906976744,19,6,98.25581395348837,65.11627906976744
